,metrics.tp,metrics.precision,metrics.tn,metrics.fp,metrics.fn,metrics.specificity,metrics.recall,metrics.fscore,params.model,params.decision,hight_threshold,s_t,T,th
181,287.0,0.6132478632478633,119.0,181.0,13.0,0.3966666666666666,0.9566666666666667,0.7473958333333334,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,40,0.03
182,294.0,0.5868263473053892,93.0,207.0,6.0,0.31000000000000005,0.98,0.7340823970037452,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,30,0.02
183,260.0,0.6770833333333334,176.0,124.0,40.0,0.5866666666666667,0.8666666666666667,0.7602339181286549,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,50,0.03
184,276.0,0.6540284360189573,154.0,146.0,24.0,0.5133333333333333,0.92,0.7645429362880887,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,40,0.02
185,297.0,0.5361010830324909,43.0,257.0,3.0,0.1433333333333333,0.99,0.6955503512880562,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,20,0.02
186,285.0,0.6102783725910065,118.0,182.0,15.0,0.3933333333333333,0.95,0.743155149934811,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,30,0.02
187,271.0,0.7150395778364116,192.0,108.0,29.0,0.64,0.9033333333333333,0.7982326951399116,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,40,0.01
188,281.0,0.6030042918454935,115.0,185.0,19.0,0.3833333333333333,0.9366666666666666,0.7336814621409922,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,30,0.03
189,273.0,0.6408450704225352,147.0,153.0,27.0,0.49,0.91,0.7520661157024794,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,40,0.03
190,283.0,0.6627634660421545,156.0,144.0,17.0,0.52,0.9433333333333334,0.7785419532324621,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,30,0.01
191,293.0,0.5907258064516129,97.0,203.0,7.0,0.32333333333333336,0.9766666666666667,0.736180904522613,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,20,0.01
192,272.0,0.6956521739130435,181.0,119.0,28.0,0.6033333333333333,0.9066666666666666,0.7872648335745296,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,30,0.01
193,271.0,0.6376470588235295,146.0,154.0,29.0,0.4866666666666667,0.9033333333333333,0.7475862068965518,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,30,0.02
194,238.0,0.7677419354838709,228.0,72.0,62.0,0.76,0.7933333333333333,0.7803278688524591,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,50,0.02
195,256.0,0.6937669376693767,187.0,113.0,44.0,0.6233333333333333,0.8533333333333334,0.7653213751868462,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,40,0.02
196,242.0,0.7586206896551724,223.0,77.0,58.0,0.7433333333333334,0.8066666666666666,0.7819063004846526,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,40,0.01
197,247.0,0.7264705882352941,207.0,93.0,53.0,0.69,0.8233333333333334,0.771875,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 30}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,30,0.01
198,207.0,0.80859375,251.0,49.0,93.0,0.8366666666666667,0.69,0.7446043165467625,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 40}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,40,0.01
199,185.0,0.8851674641148325,276.0,24.0,115.0,0.92,0.6166666666666667,0.7269155206286837,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 50}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,50,0.01
200,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,0,0.03
201,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,0,0.02
202,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,0,0.03
203,300.0,0.5067567567567568,8.0,292.0,0.0,0.026666666666666616,1.0,0.672645739910314,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,10,0.03
204,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,0,0.01
205,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,0,0.01
206,299.0,0.5164075993091537,20.0,280.0,1.0,0.06666666666666665,0.9966666666666667,0.6803185437997724,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,10,0.02
207,298.0,0.5200698080279232,25.0,275.0,2.0,0.08333333333333337,0.9933333333333333,0.6827033218785795,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,10,0.01
208,299.0,0.5076400679117148,10.0,290.0,1.0,0.033333333333333326,0.9966666666666667,0.6726659167604051,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,10,0.02
209,300.0,0.5102040816326531,12.0,288.0,0.0,0.040000000000000036,1.0,0.6756756756756758,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,10,0.03
210,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,50,0,0.02
211,299.0,0.5137457044673539,17.0,283.0,1.0,0.05666666666666664,0.9966666666666667,0.6780045351473923,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,10,0.03
212,297.0,0.5370705244122965,44.0,256.0,3.0,0.1466666666666666,0.99,0.6963657678780774,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,40,20,0.03
213,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,0,0.02
214,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,0,0.01
215,296.0,0.5342960288808665,42.0,258.0,4.0,0.14,0.9866666666666667,0.6932084309133489,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,10,0.01
216,300.0,0.5,0.0,300.0,0.0,0.0,1.0,0.6666666666666666,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 0}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,50,0,0.03
217,285.0,0.57,85.0,215.0,15.0,0.2833333333333333,0.95,0.7125,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,20,0.02
218,299.0,0.5236427320490368,28.0,272.0,1.0,0.09333333333333338,0.9966666666666667,0.6865671641791045,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,30,10,0.02
219,292.0,0.5417439703153989,53.0,247.0,8.0,0.17666666666666664,0.9733333333333334,0.696066746126341,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 10}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,10,0.01
220,293.0,0.5476635514018692,58.0,242.0,7.0,0.19333333333333336,0.9766666666666667,0.7017964071856287,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.03}",240,30,20,0.03
221,295.0,0.55765595463138,66.0,234.0,5.0,0.21999999999999997,0.9833333333333333,0.7117008443908323,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.02}",240,40,20,0.02
222,282.0,0.6117136659436009,121.0,179.0,18.0,0.4033333333333333,0.94,0.7411300919842313,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 40, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,40,20,0.01
223,269.0,0.629976580796253,142.0,158.0,31.0,0.4733333333333334,0.8966666666666666,0.7400275103163687,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 30, 'T': 20}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,30,20,0.01
224,174.0,0.8656716417910447,273.0,27.0,126.0,0.91,0.58,0.6946107784431137,"{'_target_': 'src.models.midv_baseline.MIDVBaseline', 'hight_threshold': 240, 's_t': 50, 'T': 100}","{'_target_': 'src.decision.cumulative.Cumulative', 'th': 0.01}",240,50,100,0.01
